id,source_url,cam_url,cam_stream,ipwithport,ip2location,latitude,longitude,country_code,country,state,city,zipcode,timezone,cam_fixed_url,cam_ip,image_jpeg,camera_model,image_jpg_url,image_url_full,live_webcam_stream,manufacturer,tag,title_seo,description_seo,view_count
135,,,http://2.105.41.134:80/mjpg/video.mjpg,78.230.0.54:81,2.105.41.134,5.609.000.000,1.011.930.000,DK,Denmark,Midtjylland,Tranbjerg,8361,+02:00,,http://2.105.41.134:80,,AXIS,,http://2.105.41.134:80/jpg/image.jpg,http://2.105.41.134:80/mjpg/video.mjpg,Axis,,"Tranbjerg Webcam - Live Stream Cam in Midtjylland, Denmark","Watch a live webcam stream from Tranbjerg, Denmark. Captured by an Axis branded camera.",0
139,,,http://95.154.28.198:80/mjpg/video.mjpg,128.214.194.71:80,95.154.28.198,5.549.030.000,947.210.000,DK,Denmark,Syddanmark,Kolding,6000,+02:00,,http://95.154.28.198:80,,AXIS,,http://95.154.28.198:80/jpg/image.jpg,http://95.154.28.198:80/mjpg/video.mjpg,Axis,,"Kolding Webcam - Live Stream Cam in Syddanmark, Denmark","Watch a live webcam stream from Kolding, Denmark. Captured by an Axis branded camera.",0
150,,,http://109.190.32.150:81/mjpg/video.mjpg,109.190.32.150:82,109.190.32.150,5.069.420.000,317.450.000,FR,France,Hauts-de-France,Roubaix,59100,+02:00,,http://109.190.32.150:81,,AXIS,,http://109.190.32.150:81/jpg/image.jpg,http://109.190.32.150:81/mjpg/video.mjpg,Axis,,"Roubaix Webcam - Live Stream Cam in Hauts-de-France, France","Watch a live webcam stream from Roubaix, France. Captured by an Axis branded camera.",0
151,,,http://109.190.32.149:81/mjpg/video.mjpg,109.190.32.232:82,109.190.32.149,5.069.420.000,317.450.000,FR,France,Hauts-de-France,Roubaix,59100,+02:00,,http://109.190.32.149:81,,AXIS,,http://109.190.32.149:81/jpg/image.jpg,http://109.190.32.149:81/mjpg/video.mjpg,Axis,,"Roubaix Webcam - Live Stream Cam in Hauts-de-France, France","Watch a live webcam stream from Roubaix, France. Captured by an Axis branded camera.",0
152,,,http://109.190.17.123:82/mjpg/video.mjpg,92.154.91.235:80,109.190.17.123,5.069.420.000,317.450.000,FR,France,Hauts-de-France,Roubaix,59100,+02:00,,http://109.190.17.123:82,,AXIS,,http://109.190.17.123:82/jpg/image.jpg,http://109.190.17.123:82/mjpg/video.mjpg,Axis,,"Roubaix Webcam - Live Stream Cam in Hauts-de-France, France","Watch a live webcam stream from Roubaix, France. Captured by an Axis branded camera.",0
153,,,http://109.190.17.123:81/mjpg/video.mjpg,92.154.6.249:8888,109.190.17.123,5.069.420.000,317.450.000,FR,France,Hauts-de-France,Roubaix,59100,+02:00,,http://109.190.17.123:81,,AXIS,,http://109.190.17.123:81/jpg/image.jpg,http://109.190.17.123:81/mjpg/video.mjpg,Axis,,"Roubaix Webcam - Live Stream Cam in Hauts-de-France, France","Watch a live webcam stream from Roubaix, France. Captured by an Axis branded camera.",0
156,,,http://109.190.32.150:82/mjpg/video.mjpg,90.85.216.226:8082,109.190.32.150,5.069.420.000,317.450.000,FR,France,Hauts-de-France,Roubaix,59100,+02:00,,http://109.190.32.150:82,,AXIS,,http://109.190.32.150:82/jpg/image.jpg,http://109.190.32.150:82/mjpg/video.mjpg,Axis,,"Roubaix Webcam - Live Stream Cam in Hauts-de-France, France","Watch a live webcam stream from Roubaix, France. Captured by an Axis branded camera.",0
158,,,http://109.190.32.232:82/mjpg/video.mjpg,82.64.225.2:8082,109.190.32.232,5.069.420.000,317.450.000,FR,France,Hauts-de-France,Roubaix,59100,+02:00,,http://109.190.32.232:82,,AXIS,,http://109.190.32.232:82/jpg/image.jpg,http://109.190.32.232:82/mjpg/video.mjpg,Axis,,"Roubaix Webcam - Live Stream Cam in Hauts-de-France, France","Watch a live webcam stream from Roubaix, France. Captured by an Axis branded camera.",0
204,,,http://82.100.212.24:10000/mjpg/video.mjpg,80.147.175.38:80,82.100.212.24,4.983.330.000,646.660.000,DE,Germany,Rheinland-Pfalz,Minden,54310,+02:00,,http://82.100.212.24:10000,,AXIS,,http://82.100.212.24:10000/jpg/image.jpg,http://82.100.212.24:10000/mjpg/video.mjpg,Axis,,"Minden Webcam - Live Stream Cam in Rheinland-Pfalz, Germany","Watch a live webcam stream from Minden, Germany. Captured by an Axis branded camera.",0
326,,,http://64.223.67.219:80/mjpg/video.mjpg?COUNTER,80.88.123.95:80,213.182.91.27,457.275.810,90.198.400,IT,Italy,Lombardia,Guanzate,22070,+02:00,,http://64.223.67.219:80,,AXIS,,http://64.223.67.219:80/jpg/image.jpg,http://64.223.67.219:80/mjpg/video.mjpg,Axis,,"Guanzate Webcam - Live Stream Cam in Lombardia, Italy","Watch a live webcam stream from Guanzate, Italy. Captured by an Axis branded camera.",0
327,,,http://109.190.32.223:82/mjpg/video.mjpg?COUNTER,195.70.117.61:80,185.51.139.195,443.639.300,78.626.400,IT,Italy,Piemonte,Vicoforte,12080,+02:00,,http://109.190.32.223:82,,AXIS,,http://109.190.32.223:82/jpg/image.jpg,http://109.190.32.223:82/mjpg/video.mjpg,Axis,,"Vicoforte Webcam - Live Stream Cam in Piemonte, Italy","Watch a live webcam stream from Vicoforte, Italy. Captured by an Axis branded camera.",0
331,,,http://82.100.212.24:10000/mjpg/video.mjpg?COUNTER,208.180.87.165:80,195.134.183.68,456.979.790,96.690.500,IT,Italy,Lombardia,Bergamo,24123,+02:00,,http://82.100.212.24:10000,,AXIS,,http://82.100.212.24:10000/jpg/image.jpg,http://82.100.212.24:10000/mjpg/video.mjpg,Axis,,"Bergamo Webcam - Live Stream Cam in Lombardia, Italy","Watch a live webcam stream from Bergamo, Italy. Captured by an Axis branded camera.",0
345,,,http://94.139.69.58:8080/mjpg/video.mjpg?COUNTER,66.188.102.251:80,220.254.170.7,356.894.990,1.396.923.220,JP,Japan,Tokyo,Tokyo,214-0021,+09:00,,http://94.139.69.58:8080,,AXIS,,http://94.139.69.58:8080/jpg/image.jpg,http://94.139.69.58:8080/mjpg/video.mjpg,Axis,,"Tokyo Webcam - Live Stream Cam in Tokyo, Japan","Watch a live webcam stream from Tokyo, Japan. Captured by an Axis branded camera.",0
394,,,http://129.125.136.20:80/mjpg/video.mjpg,88.84.59.5:80,129.125.136.20,5.321.910.000,656.660.000,NL,Netherlands,Groningen,Groningen,9740,+02:00,,http://129.125.136.20:80,,AXIS,,http://129.125.136.20:80/jpg/image.jpg,http://129.125.136.20:80/mjpg/video.mjpg,Axis,,"Groningen Webcam - Live Stream Cam in Groningen, Netherlands","Watch a live webcam stream from Groningen, Netherlands. Captured by an Axis branded camera.",0
400,,,http://217.100.243.178:10000/mjpg/video.mjpg,193.214.77.234:8001,217.100.243.178,5.251.250.000,609.440.000,NL,Netherlands,Overijssel,Zwolle,8045,+02:00,,http://217.100.243.178:10000,,AXIS,,http://217.100.243.178:10000/jpg/image.jpg,http://217.100.243.178:10000/mjpg/video.mjpg,Axis,,"Zwolle Webcam - Live Stream Cam in Overijssel, Netherlands","Watch a live webcam stream from Zwolle, Netherlands. Captured by an Axis branded camera.",0
424,,,http://94.139.69.58:8080/mjpg/video.mjpg,200.46.196.243:80,94.139.69.58,5.940.220.000,849.260.000,NO,Norway,Vestfold og Telemark,Kviteseid,3242,+02:00,,http://94.139.69.58:8080,,AXIS,,http://94.139.69.58:8080/jpg/image.jpg,http://94.139.69.58:8080/mjpg/video.mjpg,Axis,,"Kviteseid Webcam - Live Stream Cam in Vestfold og Telemark, Norway","Watch a live webcam stream from Kviteseid, Norway. Captured by an Axis branded camera.",0
460,,,http://200.46.196.243:80/mjpg/video.mjpg,213.87.53.33:9091,200.46.196.243,899.360.000,-7.951.970.000,PA,Panama,Panama,Panama,-,-5:00:00,,http://200.46.196.243:80,,AXIS,,http://200.46.196.243:80/jpg/image.jpg,http://200.46.196.243:80/mjpg/video.mjpg,Axis,,"Panama Webcam - Live Stream Cam in Panama, Panama","Watch a live webcam stream from Panama, Panama. Captured by an Axis branded camera.",0
520,,,http://188.170.39.102:81/mjpg/video.mjpg,212.26.235.210,188.170.39.102,557.522.580,376.154.710,RU,Russian Federation,Moskva,Moscow,101990,+03:00,,http://188.170.39.102:81,,AXIS,,http://188.170.39.102:81/jpg/image.jpg,http://188.170.39.102:81/mjpg/video.mjpg,Axis,,"Moscow Webcam - Live Stream Cam in Moskva, Russian Federation","Watch a live webcam stream from Moscow, Russian Federation. Captured by an Axis branded camera.",0
713,,,http://97.76.81.99:80/mjpg/video.mjpg?COUNTER,211.23.158.27:80,196.21.92.82,-339.255.520,184.228.570,ZA,South Africa,Western Cape,Cape Town,8160,+02:00,,http://97.76.81.99:80,,AXIS,,http://97.76.81.99:80/jpg/image.jpg,http://97.76.81.99:80/mjpg/video.mjpg,Axis,,"Cape Town Webcam - Live Stream Cam in Western Cape, South Africa","Watch a live webcam stream from Cape Town, South Africa. Captured by an Axis branded camera.",0
738,,,http://184.74.8.178:8080/mjpg/video.mjpg?COUNTER,81.143.203.215:81,217.126.31.105,367.201.730,-44.201.120,ES,Spain,Andalucia,Malaga,29593,+02:00,,http://184.74.8.178:8080,,AXIS,,http://184.74.8.178:8080/jpg/image.jpg,http://184.74.8.178:8080/mjpg/video.mjpg,Axis,,"Malaga Webcam - Live Stream Cam in Andalucia, Spain","Watch a live webcam stream from Malaga, Spain. Captured by an Axis branded camera.",0
740,,,http://194.71.159.8:80/mjpg/video.mjpg,81.143.203.215:83,194.71.159.8,5.923.330.000,1.821.660.000,SE,Sweden,Stockholms lan,Tyreso,13840,+02:00,,http://194.71.159.8:80,,AXIS,,http://194.71.159.8:80/jpg/image.jpg,http://194.71.159.8:80/mjpg/video.mjpg,Axis,,"Tyreso Webcam - Live Stream Cam in Stockholms lan, Sweden","Watch a live webcam stream from Tyreso, Sweden. Captured by an Axis branded camera.",0
741,,,http://88.84.253.60:80/mjpg/video.mjpg,212.139.127.182:8080,88.84.253.60,5.932.660.000,1.452.380.000,SE,Sweden,Orebro lan,Karlskoga,69183,+02:00,,http://88.84.253.60:80,,AXIS,,http://88.84.253.60:80/jpg/image.jpg,http://88.84.253.60:80/mjpg/video.mjpg,Axis,,"Karlskoga Webcam - Live Stream Cam in Orebro lan, Sweden","Watch a live webcam stream from Karlskoga, Sweden. Captured by an Axis branded camera.",0
742,,,http://194.237.150.19:80/mjpg/video.mjpg,80.78.143.178:80,194.237.150.19,5.933.250.000,1.806.480.000,SE,Sweden,Stockholms lan,Stockholm,19587,+02:00,,http://194.237.150.19:80,,AXIS,,http://194.237.150.19:80/jpg/image.jpg,http://194.237.150.19:80/mjpg/video.mjpg,Axis,,"Stockholm Webcam - Live Stream Cam in Stockholms lan, Sweden","Watch a live webcam stream from Stockholm, Sweden. Captured by an Axis branded camera.",0
745,,,http://81.8.160.235:80/mjpg/video.mjpg,130.149.32.208:80,81.8.160.235,6.462.680.000,1.665.620.000,SE,Sweden,Vasterbottens lan,Vilhelmina,91299,+02:00,,http://81.8.160.235:80,,AXIS,,http://81.8.160.235:80/jpg/image.jpg,http://81.8.160.235:80/mjpg/video.mjpg,Axis,,"Vilhelmina Webcam - Live Stream Cam in Vasterbottens lan, Sweden","Watch a live webcam stream from Vilhelmina, Sweden. Captured by an Axis branded camera.",0
752,,,http://81.8.160.235:80/mjpg/video.mjpg?COUNTER,50.46.85.130:80,81.8.160.235,646.268.390,166.562.810,SE,Sweden,Vasterbottens lan,Vilhelmina,91299,+02:00,,http://81.8.160.235:80,,AXIS,,http://81.8.160.235:80/jpg/image.jpg,http://81.8.160.235:80/mjpg/video.mjpg,Axis,,"Vilhelmina Webcam - Live Stream Cam in Vasterbottens lan, Sweden","Watch a live webcam stream from Vilhelmina, Sweden. Captured by an Axis branded camera.",0
756,,,http://142.165.244.145:8084/mjpg/video.mjpg?COUNTER,192.110.201.34:8000,78.72.91.171,613.467.480,160.749.890,SE,Sweden,Gavleborgs lan,Alfta,82299,+02:00,,http://142.165.244.145:8084,,AXIS,,http://142.165.244.145:8084/jpg/image.jpg,http://142.165.244.145:8084/mjpg/video.mjpg,Axis,,"Alfta Webcam - Live Stream Cam in Gavleborgs lan, Sweden","Watch a live webcam stream from Alfta, Sweden. Captured by an Axis branded camera.",0
758,,,http://71.83.5.156:80/mjpg/video.mjpg?COUNTER,148.61.134.229:80,80.88.123.93,651.850.130,187.424.300,SE,Sweden,Vasterbottens lan,Mala,93070,+02:00,,http://71.83.5.156:80,,AXIS,,http://71.83.5.156:80/jpg/image.jpg,http://71.83.5.156:80/mjpg/video.mjpg,Axis,,"Mala Webcam - Live Stream Cam in Vasterbottens lan, Sweden","Watch a live webcam stream from Mala, Sweden. Captured by an Axis branded camera.",0
763,,,http://80.75.114.18:80/mjpg/video.mjpg,192.33.141.123:80,80.75.114.18,4.729.420.000,884.390.000,CH,Switzerland,Zurich,Hinwil,8340,+02:00,,http://80.75.114.18:80,,AXIS,,http://80.75.114.18:80/jpg/image.jpg,http://80.75.114.18:80/mjpg/video.mjpg,Axis,,"Hinwil Webcam - Live Stream Cam in Zurich, Switzerland","Watch a live webcam stream from Hinwil, Switzerland. Captured by an Axis branded camera.",0
764,,,http://80.75.114.19:80/mjpg/video.mjpg,107.0.207.250:80,80.75.114.19,4.729.420.000,884.390.000,CH,Switzerland,Zurich,Hinwil,8340,+02:00,,http://80.75.114.19:80,,AXIS,,http://80.75.114.19:80/jpg/image.jpg,http://80.75.114.19:80/mjpg/video.mjpg,Axis,,"Hinwil Webcam - Live Stream Cam in Zurich, Switzerland","Watch a live webcam stream from Hinwil, Switzerland. Captured by an Axis branded camera.",0
765,,,http://80.254.191.189:81/mjpg/video.mjpg,64.69.144.102:80,80.254.191.189,4.736.660.000,855.000.000,CH,Switzerland,Zurich,Zurich,8038,+02:00,,http://80.254.191.189:81,,AXIS,,http://80.254.191.189:81/jpg/image.jpg,http://80.254.191.189:81/mjpg/video.mjpg,Axis,,"Zurich Webcam - Live Stream Cam in Zurich, Switzerland","Watch a live webcam stream from Zurich, Switzerland. Captured by an Axis branded camera.",0
775,,,http://178.237.84.128:80/mjpg/video.mjpg,67.53.203.146:8081,178.237.84.128,4.611.340.000,749.430.000,CH,Switzerland,Valais,Evolene,1983,+02:00,,http://178.237.84.128:80,,AXIS,,http://178.237.84.128:80/jpg/image.jpg,http://178.237.84.128:80/mjpg/video.mjpg,Axis,,"Evolene Webcam - Live Stream Cam in Valais, Switzerland","Watch a live webcam stream from Evolene, Switzerland. Captured by an Axis branded camera.",0
819,,,http://82.106.37.17:81/mjpg/video.mjpg?COUNTER,108.34.179.41:80,212.175.206.54,410.138.400,289.496.590,TR,Turkey,Istanbul,Istanbul,34080,+03:00,,http://82.106.37.17:81,,AXIS,,http://82.106.37.17:81/jpg/image.jpg,http://82.106.37.17:81/mjpg/video.mjpg,Axis,,"Istanbul Webcam - Live Stream Cam in Istanbul, Turkey","Watch a live webcam stream from Istanbul, Turkey. Captured by an Axis branded camera.",0
837,,,http://71.83.5.156:80/mjpg/video.mjpg,207.118.17.26:80,71.83.5.156,4.301.250.000,-8.368.740.000,US,United States,Michigan,Flint,48501,-4:00:00,,http://71.83.5.156:80,,AXIS,,http://71.83.5.156:80/jpg/image.jpg,http://71.83.5.156:80/mjpg/video.mjpg,Axis,,"Flint Webcam - Live Stream Cam in Michigan, United States","Watch a live webcam stream from Flint, United States. Captured by an Axis branded camera.",0
838,,,http://71.83.5.157:80/mjpg/video.mjpg,107.0.231.40:8084,71.83.5.157,4.301.250.000,-8.368.740.000,US,United States,Michigan,Flint,48501,-4:00:00,,http://71.83.5.157:80,,AXIS,,http://71.83.5.157:80/jpg/image.jpg,http://71.83.5.157:80/mjpg/video.mjpg,Axis,,"Flint Webcam - Live Stream Cam in Michigan, United States","Watch a live webcam stream from Flint, United States. Captured by an Axis branded camera.",0
841,,,http://24.180.232.6:8000/mjpg/video.mjpg,198.244.125.230:8083,24.180.232.6,4.542.130.000,-8.381.830.000,US,United States,Michigan,Rogers City,49779,-4:00:00,,http://24.180.232.6:8000,,AXIS,,http://24.180.232.6:8000/jpg/image.jpg,http://24.180.232.6:8000/mjpg/video.mjpg,Axis,,"Rogers City Webcam - Live Stream Cam in Michigan, United States","Watch a live webcam stream from Rogers City, United States. Captured by an Axis branded camera.",0
850,,,http://199.79.254.139:80/mjpg/video.mjpg,72.43.65.9:80,199.79.254.139,3.488.860.000,-8.102.250.000,US,United States,South Carolina,Rock Hill,29733,-4:00:00,,http://199.79.254.139:80,,AXIS,,http://199.79.254.139:80/jpg/image.jpg,http://199.79.254.139:80/mjpg/video.mjpg,Axis,,"Rock Hill Webcam - Live Stream Cam in South Carolina, United States","Watch a live webcam stream from Rock Hill, United States. Captured by an Axis branded camera.",0
861,,,http://184.74.8.178:8080/mjpg/video.mjpg,68.112.39.99:80,184.74.8.178,3.278.300.000,-9.680.660.000,US,United States,Texas,Dallas,75201,-5:00:00,,http://184.74.8.178:8080,,AXIS,,http://184.74.8.178:8080/jpg/image.jpg,http://184.74.8.178:8080/mjpg/video.mjpg,Axis,,"Dallas Webcam - Live Stream Cam in Texas, United States","Watch a live webcam stream from Dallas, United States. Captured by an Axis branded camera.",0
865,,,http://71.41.75.170:80/mjpg/video.mjpg,50.254.196.113:86,71.41.75.170,2.853.830.000,-8.137.920.000,US,United States,Florida,Orlando,32801,-4:00:00,,http://71.41.75.170:80,,AXIS,,http://71.41.75.170:80/jpg/image.jpg,http://71.41.75.170:80/mjpg/video.mjpg,Axis,,"Orlando Webcam - Live Stream Cam in Florida, United States","Watch a live webcam stream from Orlando, United States. Captured by an Axis branded camera.",0
872,,,http://71.41.73.146:80/mjpg/video.mjpg,50.254.196.113:91,71.41.73.146,2.853.830.000,-8.137.920.000,US,United States,Florida,Orlando,32801,-4:00:00,,http://71.41.73.146:80,,AXIS,,http://71.41.73.146:80/jpg/image.jpg,http://71.41.73.146:80/mjpg/video.mjpg,Axis,,"Orlando Webcam - Live Stream Cam in Florida, United States","Watch a live webcam stream from Orlando, United States. Captured by an Axis branded camera.",0
878,,,http://70.91.83.110:1024/mjpg/video.mjpg,166.139.75.199:90,70.91.83.110,3.903.940.000,-7.749.180.000,US,United States,Virginia,Ashburn,20146,-4:00:00,,http://70.91.83.110:1024,,AXIS,,http://70.91.83.110:1024/jpg/image.jpg,http://70.91.83.110:1024/mjpg/video.mjpg,Axis,,"Ashburn Webcam - Live Stream Cam in Virginia, United States","Watch a live webcam stream from Ashburn, United States. Captured by an Axis branded camera.",0
882,,,http://97.76.81.99:80/mjpg/video.mjpg,76.24.163.38:80,97.76.81.99,2.803.940.000,-8.194.970.000,US,United States,Florida,Lakeland,33801,-4:00:00,,http://97.76.81.99:80,,AXIS,,http://97.76.81.99:80/jpg/image.jpg,http://97.76.81.99:80/mjpg/video.mjpg,Axis,,"Lakeland Webcam - Live Stream Cam in Florida, United States","Watch a live webcam stream from Lakeland, United States. Captured by an Axis branded camera.",0
892,,,http://173.219.2.65:80/mjpg/video.mjpg,166.211.138.162:80,173.219.2.65,3.133.820.000,-9.472.910.000,US,United States,Texas,Lufkin,75901,-5:00:00,,http://173.219.2.65:80,,AXIS,,http://173.219.2.65:80/jpg/image.jpg,http://173.219.2.65:80/mjpg/video.mjpg,Axis,,"Lufkin Webcam - Live Stream Cam in Texas, United States","Watch a live webcam stream from Lufkin, United States. Captured by an Axis branded camera.",0
894,,,http://97.76.60.58:80/mjpg/video.mjpg,50.199.215.189:80,97.76.60.58,2.777.080.000,-8.267.920.000,US,United States,Florida,Saint Petersburg,33701,-4:00:00,,http://97.76.60.58:80,,AXIS,,http://97.76.60.58:80/jpg/image.jpg,http://97.76.60.58:80/mjpg/video.mjpg,Axis,,"Saint Petersburg Webcam - Live Stream Cam in Florida, United States","Watch a live webcam stream from Saint Petersburg, United States. Captured by an Axis branded camera.",0
896,,,http://71.41.85.58:80/mjpg/video.mjpg,96.75.238.201:91,71.41.85.58,2.853.830.000,-8.137.920.000,US,United States,Florida,Orlando,32801,-4:00:00,,http://71.41.85.58:80,,AXIS,,http://71.41.85.58:80/jpg/image.jpg,http://71.41.85.58:80/mjpg/video.mjpg,Axis,,"Orlando Webcam - Live Stream Cam in Florida, United States","Watch a live webcam stream from Orlando, United States. Captured by an Axis branded camera.",0
907,,,http://64.223.67.219:80/mjpg/video.mjpg,24.231.178.216:8080,64.223.67.219,4.299.120.000,-7.146.650.000,US,United States,New Hampshire,Manchester,3101,-4:00:00,,http://64.223.67.219:80,,AXIS,,http://64.223.67.219:80/jpg/image.jpg,http://64.223.67.219:80/mjpg/video.mjpg,Axis,,"Manchester Webcam - Live Stream Cam in New Hampshire, United States","Watch a live webcam stream from Manchester, United States. Captured by an Axis branded camera.",0
908,,,http://107.144.0.218:80/mjpg/video.mjpg,24.172.72.22:80,107.144.0.218,2.794.750.000,-8.245.840.000,US,United States,Florida,Tampa,33601,-4:00:00,,http://107.144.0.218:80,,AXIS,,http://107.144.0.218:80/jpg/image.jpg,http://107.144.0.218:80/mjpg/video.mjpg,Axis,,"Tampa Webcam - Live Stream Cam in Florida, United States","Watch a live webcam stream from Tampa, United States. Captured by an Axis branded camera.",0
910,,,http://107.144.23.202:80/mjpg/video.mjpg,67.164.229.113:80,107.144.23.202,2.796.580.000,-8.280.010.000,US,United States,Florida,Clearwater,33755,-4:00:00,,http://107.144.23.202:80,,AXIS,,http://107.144.23.202:80/jpg/image.jpg,http://107.144.23.202:80/mjpg/video.mjpg,Axis,,"Clearwater Webcam - Live Stream Cam in Florida, United States","Watch a live webcam stream from Clearwater, United States. Captured by an Axis branded camera.",0
949,,,http://166.247.40.1:82/mjpg/video.mjpg,137.110.165.41:80,166.247.40.1,4.071.270.000,-7.400.600.000,US,United States,New York,New York City,10116,-4:00:00,,http://166.247.40.1:82,,AXIS,,http://166.247.40.1:82/jpg/image.jpg,http://166.247.40.1:82/mjpg/video.mjpg,Axis,,"New York City Webcam - Live Stream Cam in New York, United States","Watch a live webcam stream from New York City, United States. Captured by an Axis branded camera.",0
953,,,http://47.49.38.178:80/mjpg/video.mjpg,47.21.223.178:80,47.49.38.178,3.961.300.000,-10.480.000,US,United States,Colorado,Greenwood Village,80111,-6:00:00,,http://47.49.38.178:80,,AXIS,,http://47.49.38.178:80/jpg/image.jpg,http://47.49.38.178:80/mjpg/video.mjpg,Axis,,"Greenwood Village Webcam - Live Stream Cam in Colorado, United States","Watch a live webcam stream from Greenwood Village, United States. Captured by an Axis branded camera.",0
